,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
117313,1,2016-06-01 04:34:07,2016-06-01 04:59:19,1,17.3,-73.98580932617188,40.74076843261719,2,N,-73.77639007568358,40.64532470703125,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
117325,2,2016-06-01 04:34:23,2016-06-01 05:01:47,1,17.69,-73.97853851318358,40.76160430908203,2,N,-73.7831039428711,40.6439208984375,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
117329,2,2016-06-01 04:34:29,2016-06-01 04:59:14,1,17.64,-73.97667694091797,40.76594924926758,2,N,-73.77644348144531,40.6457405090332,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
117338,2,2016-06-01 04:34:54,2016-06-01 04:56:59,1,16.79,-73.98609161376955,40.750579833984375,2,N,-73.78197479248048,40.64447784423828,1,52.0,0.0,0.5,10.01,5.54,0.3,68.35
117364,2,2016-06-01 05:31:37,2016-06-01 06:02:51,1,19.08,-73.95587158203125,40.822078704833984,2,N,-73.7764663696289,40.64529037475585,1,52.0,0.0,0.5,8.75,5.54,0.3,67.09
117443,1,2016-06-01 05:44:46,2016-06-01 06:12:43,2,17.5,-73.99939727783203,40.74416732788085,2,N,-73.78318786621094,40.64387130737305,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
117491,1,2016-06-01 05:54:33,2016-06-01 06:21:24,1,17.5,-73.9789810180664,40.75699234008789,2,N,-73.78456115722656,40.64330291748047,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
117594,2,2016-06-01 05:10:23,2016-06-01 05:40:19,1,18.18,-73.98458099365234,40.76349258422852,2,N,-73.77645874023438,40.645103454589844,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
117613,1,2016-06-01 05:44:55,2016-06-01 06:37:48,3,21.7,-73.9380874633789,40.85440444946289,2,N,-73.78290557861328,40.64392471313477,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
117742,1,2016-06-01 05:55:15,2016-06-01 06:23:03,2,17.3,-73.96058654785155,40.769569396972656,2,N,-73.78922271728516,40.64177703857422,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
117816,1,2016-06-01 05:11:10,2016-06-01 05:43:48,2,18.3,-73.99575805664062,40.7596435546875,2,N,-73.78707885742188,40.64762878417969,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
117825,2,2016-06-01 05:11:20,2016-06-01 05:36:03,1,16.66,-73.98428344726562,40.75511932373047,2,N,-73.78659057617188,40.64447021484375,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
117851,1,2016-06-01 05:45:42,2016-06-01 06:14:13,3,17.8,-73.98198699951173,40.76256561279297,2,N,-73.77690887451173,40.644691467285156,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
117872,1,2016-06-01 05:45:58,2016-06-01 06:17:39,3,20.9,-74.00920867919923,40.70682144165039,2,N,-73.77632904052734,40.64577102661133,1,52.0,0.0,0.5,9.0,5.54,0.3,67.34
117893,2,2016-06-01 05:55:38,2016-06-01 06:23:42,1,17.81,-73.95814514160156,40.76873779296875,2,N,-73.78338623046875,40.64381790161133,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
117917,1,2016-06-01 05:33:00,2016-06-01 06:03:53,1,17.4,-73.95661926269531,40.76679611206055,2,N,-73.78189849853516,40.644386291503906,1,52.0,0.0,0.5,10.0,0.0,0.3,62.8
117918,2,2016-06-01 05:33:00,2016-06-01 06:00:36,1,17.29,-73.97888946533203,40.76242065429688,2,N,-73.78063201904298,40.646160125732415,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
117936,1,2016-06-01 05:33:12,2016-06-01 06:00:51,2,18.1,-73.97853851318358,40.76166915893555,2,N,-73.77661895751955,40.64638137817383,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
117942,1,2016-06-01 05:33:13,2016-06-01 06:00:34,1,17.4,-73.98341369628906,40.75743103027344,2,N,-73.78339385986328,40.64379119873047,1,52.0,0.0,0.5,0.0,0.0,0.3,52.8
117980,2,2016-06-01 05:12:01,2016-06-01 05:35:44,3,20.34,-73.95691680908203,40.762561798095696,2,N,-73.7838363647461,40.643569946289055,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118008,1,2016-06-01 05:46:18,2016-06-01 06:14:55,2,21.0,-73.978271484375,40.76628875732422,2,Y,-73.7901611328125,40.64680480957031,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118027,2,2016-06-01 05:46:28,2016-06-01 06:06:38,3,15.89,-73.97806549072266,40.74574279785156,2,N,-73.78520965576173,40.64314651489258,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
118043,2,2016-06-01 05:56:05,2016-06-01 06:24:24,1,17.59,-73.97511291503906,40.76253128051758,2,N,-73.78413391113281,40.643470764160156,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
118097,2,2016-06-01 05:56:46,2016-06-01 06:27:48,5,17.52,-73.99803924560547,40.739505767822266,2,N,-73.78886413574219,40.64736557006836,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
118113,1,2016-06-01 05:12:34,2016-06-01 05:35:34,1,17.3,-73.9551239013672,40.81197738647461,2,N,-73.79322814941406,40.64458084106445,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118136,2,2016-06-01 05:13:12,2016-06-01 05:39:37,2,18.99,-73.95709228515625,40.78642654418945,2,N,-73.78409576416014,40.64349365234375,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
118149,1,2016-06-01 05:33:25,2016-06-01 06:03:24,1,18.7,-73.98602294921875,40.77763366699219,2,N,-73.78610229492188,40.6439323425293,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
118151,1,2016-06-01 05:33:30,2016-06-01 06:01:08,2,20.1,-73.96111297607422,40.7566032409668,2,N,-73.78356170654298,40.64372634887695,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
118166,1,2016-06-01 05:33:39,2016-06-01 06:04:57,2,17.9,-74.00379180908203,40.73962020874024,2,N,-73.79052734375,40.64668273925781,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118190,1,2016-06-01 05:46:38,2016-06-01 06:12:55,1,15.8,-73.96244049072266,40.75630569458008,2,N,-73.7840347290039,40.64353561401367,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
118237,2,2016-06-01 05:57:03,2016-06-01 06:24:30,1,16.8,-73.98258209228516,40.74925994873047,2,N,-73.78170013427734,40.6444206237793,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118279,1,2016-06-01 05:13:51,2016-06-01 05:39:21,1,17.6,-73.9579086303711,40.769493103027344,2,Y,-73.79029846191406,40.64678192138672,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
118283,1,2016-06-01 05:13:55,2016-06-01 05:39:20,2,19.1,-73.94503021240234,40.833927154541016,2,N,-73.7825698852539,40.64409637451172,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118410,1,2016-06-01 05:14:05,2016-06-01 05:38:32,2,16.9,-73.9797134399414,40.75264358520508,2,N,-73.77653503417969,40.646263122558594,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118424,2,2016-06-01 06:07:56,2016-06-01 06:28:53,1,15.81,-73.97612762451173,40.74656677246094,2,N,-73.78504180908203,40.643211364746094,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
118506,2,2016-06-01 05:47:35,2016-06-01 06:21:21,1,18.39,-74.00375366210938,40.72211837768555,2,N,-73.78274536132812,40.644004821777344,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
118546,1,2016-06-01 05:57:53,2016-06-01 06:33:05,1,18.3,-73.94895935058594,40.77336120605469,2,N,-73.7901611328125,40.64348983764648,1,52.0,0.0,0.5,8.2,0.0,0.3,61.0
118602,1,2016-06-01 05:47:44,2016-06-01 06:17:57,1,17.8,-73.98973083496094,40.72570037841797,2,N,-73.77627563476562,40.64567947387695,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
118613,1,2016-06-01 05:47:50,2016-06-01 06:22:16,1,17.1,-73.96051788330078,40.77566909790039,2,N,-73.77796936035155,40.64482498168945,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
118624,2,2016-06-01 05:47:56,2016-06-01 06:18:23,2,19.03,-73.96842193603516,40.80199432373047,2,N,-73.7892074584961,40.64175415039063,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
118627,2,2016-06-01 05:48:01,2016-06-01 06:21:31,5,19.92,-73.96984100341797,40.79983901977539,2,N,-73.78424835205078,40.64345932006836,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
118629,1,2016-06-01 05:48:04,2016-06-01 06:20:39,1,20.2,-73.97494506835938,40.79278945922852,2,N,-73.78767395019531,40.64746856689453,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
118653,2,2016-06-01 05:35:21,2016-06-01 06:02:37,1,17.91,-74.00523376464844,40.7480583190918,2,N,-73.7902603149414,40.64677810668945,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
118693,1,2016-06-01 05:58:15,2016-06-01 06:27:23,2,17.5,-73.98924255371094,40.758243560791016,2,N,-73.78438568115234,40.64339065551758,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
118696,1,2016-06-01 05:58:16,2016-06-01 06:29:29,1,17.3,-73.9867935180664,40.75830459594727,2,Y,-73.78656005859375,40.64455032348633,1,52.0,0.0,0.5,11.66,5.54,0.3,70.0
118768,1,2016-06-01 06:08:42,2016-06-01 06:36:59,1,16.9,-73.98876190185547,40.744388580322266,2,N,-73.78395080566406,40.64349365234375,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118769,2,2016-06-01 06:08:42,2016-06-01 06:32:30,2,19.01,-73.95088195800781,40.7747917175293,2,N,-73.78382873535155,40.64363098144531,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
118780,1,2016-06-01 06:08:49,2016-06-01 06:37:47,2,17.0,-73.99370574951173,40.74701690673828,2,N,-73.77801513671875,40.64482498168945,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
118788,2,2016-06-01 05:48:11,2016-06-01 06:07:22,1,16.69,-73.9607925415039,40.76575469970703,2,N,-73.7903594970703,40.64674758911133,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8
118803,2,2016-06-01 05:48:17,2016-06-01 06:12:57,1,18.96,-73.94825744628906,40.77450180053711,2,N,-73.78292083740234,40.64398956298828,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118807,2,2016-06-01 05:48:20,2016-06-01 06:11:46,1,18.81,-73.95243835449219,40.76860809326172,2,N,-73.78939819335938,40.64189147949219,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
118810,2,2016-06-01 05:48:22,2016-06-01 06:16:41,2,17.08,-73.98636627197266,40.747291564941406,2,N,-73.77629852294923,40.645599365234375,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
118842,1,2016-06-01 05:35:47,2016-06-01 06:01:22,1,16.8,-73.97089385986328,40.759185791015625,2,N,-73.7826156616211,40.6488037109375,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
118868,2,2016-06-01 05:58:46,2016-06-01 06:23:28,2,16.77,-73.98895263671875,40.7448616027832,2,N,-73.78272247314453,40.644039154052734,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
118880,2,2016-06-01 05:58:51,2016-06-01 06:25:53,3,18.53,-73.95240020751955,40.77268981933594,2,N,-73.78935241699219,40.64194869995117,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
118898,1,2016-06-01 05:58:59,2016-06-01 06:30:18,1,20.1,-74.0094223022461,40.70578384399415,2,N,-73.78395080566406,40.6435661315918,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
118915,2,2016-06-01 06:08:58,2016-06-01 06:38:02,1,17.28,-73.98890686035155,40.73696899414063,2,N,-73.77699279785155,40.644691467285156,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
118973,2,2016-06-01 05:48:59,2016-06-01 06:17:18,1,19.21,-73.95902252197266,40.780517578125,2,N,-73.78816223144531,40.64487838745117,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
118978,2,2016-06-01 05:36:04,2016-06-01 06:04:09,1,16.46,-73.96408081054686,40.76797866821289,2,N,-73.7899398803711,40.64691925048828,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
118981,1,2016-06-01 05:36:06,2016-06-01 06:02:18,1,17.6,-74.0008544921875,40.73909759521485,2,N,-73.78909301757811,40.64170455932617,1,52.0,0.0,0.5,11.66,5.54,0.3,70.0
119021,1,2016-06-01 05:59:04,2016-06-01 06:34:31,1,18.2,-74.00462341308595,40.73076248168945,2,N,-73.78404998779298,40.64357376098633,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8
119065,1,2016-06-01 06:09:14,2016-06-01 06:36:48,1,19.8,-73.9615707397461,40.75684356689453,2,N,-73.78908538818358,40.6416244506836,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
119108,1,2016-06-01 05:49:13,2016-06-01 06:26:43,1,18.6,-74.00541687011719,40.72610855102539,2,N,-73.79049682617188,40.64674377441406,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
119116,1,2016-06-01 05:49:16,2016-06-01 06:23:21,1,20.8,-73.97958374023438,40.77520751953125,2,N,-73.7841567993164,40.64592742919922,1,52.0,0.0,0.5,8.75,5.54,0.3,67.09
119144,1,2016-06-01 05:36:49,2016-06-01 06:04:12,1,16.6,-73.99504089355469,40.74525451660156,2,N,-73.78621673583984,40.64396286010742,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
119145,1,2016-06-01 05:36:49,2016-06-01 05:56:46,2,15.8,-73.97135162353516,40.75080871582031,2,N,-73.79020690917969,40.64407730102539,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
119209,2,2016-06-01 05:59:21,2016-06-01 06:39:03,2,18.27,-73.98265838623048,40.77620697021485,2,N,-73.7764892578125,40.64609146118164,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
119238,1,2016-06-01 05:59:43,2016-06-01 06:43:06,1,18.1,-73.9994888305664,40.71961212158203,2,N,-73.78919219970702,40.647056579589844,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
119254,1,2016-06-01 05:37:14,2016-06-01 06:00:18,1,18.3,-73.9485092163086,40.782386779785156,2,N,-73.78897094726562,40.641597747802734,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
119267,1,2016-06-01 05:37:24,2016-06-01 06:03:34,1,16.6,-73.9668960571289,40.753196716308594,2,N,-73.79025268554686,40.64685821533203,1,52.0,0.0,0.5,10.0,0.0,0.3,62.8
119277,2,2016-06-01 05:37:29,2016-06-01 06:00:09,3,17.23,-73.98825073242188,40.73688125610352,2,N,-73.78301239013672,40.648868560791016,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
119336,1,2016-06-01 06:09:56,2016-06-01 06:46:23,1,17.9,-73.9957733154297,40.76448059082031,2,N,-73.78272247314453,40.64413070678711,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
119342,1,2016-06-01 06:09:58,2016-06-01 06:37:06,1,16.5,-73.97810363769531,40.729339599609375,2,N,-73.79695892333984,40.64460372924805,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
119357,2,2016-06-01 06:10:06,2016-06-01 06:38:29,1,17.89,-73.95130920410156,40.8047103881836,2,N,-73.78427124023438,40.64342880249024,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
119423,1,2016-06-01 06:00:18,2016-06-01 06:21:37,1,15.7,-73.97344970703125,40.74356460571289,2,N,-73.78275299072266,40.64402770996094,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
119437,2,2016-06-01 05:37:32,2016-06-01 06:03:28,1,18.14,-73.95862579345702,40.809959411621094,2,N,-73.78964233398438,40.64708709716797,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
119439,2,2016-06-01 05:37:33,2016-06-01 06:02:29,6,18.86,-73.94789123535155,40.78322982788085,2,N,-73.77757263183594,40.64465713500977,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
119450,1,2016-06-01 05:37:43,2016-06-01 05:59:13,2,18.2,-73.94568634033203,40.778335571289055,2,N,-73.78521728515625,40.643157958984375,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
119490,1,2016-06-01 05:50:02,2016-06-01 06:25:15,1,18.9,-73.98237609863281,40.775733947753906,2,N,-73.79353332519531,40.64469909667969,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
119494,2,2016-06-01 05:50:04,2016-06-01 06:18:15,1,17.12,-73.95941162109375,40.76665496826172,2,N,-73.777099609375,40.64459991455078,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
119529,1,2016-06-01 06:10:15,2016-06-01 06:43:33,1,17.5,-73.98650360107422,40.73015975952149,2,N,-73.78726959228516,40.64579391479492,1,52.0,0.0,0.5,9.0,0.0,0.3,61.8
119586,1,2016-06-01 05:50:14,2016-06-01 06:16:38,1,17.8,-73.95435333251955,40.80559539794922,2,N,-73.78157806396483,40.64694595336913,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
119760,1,2016-06-01 05:50:49,2016-06-01 06:18:20,1,17.5,-73.9990234375,40.734275817871094,2,N,-73.78923797607422,40.6423454284668,2,52.0,0.0,0.5,0.0,8.0,0.3,60.8
119761,1,2016-06-01 05:50:49,2016-06-01 06:15:27,2,16.4,-73.98458099365234,40.74653244018555,2,N,-73.79014587402342,40.6468162536621,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
119803,2,2016-06-01 05:38:52,2016-06-01 06:07:00,1,19.94,-73.97232055664062,40.79411697387695,2,N,-73.78714752197266,40.64744567871094,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
119809,2,2016-06-01 05:38:57,2016-06-01 06:09:32,1,17.94,-73.9874267578125,40.768569946289055,2,N,-73.78909301757811,40.6416015625,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
119843,1,2016-06-01 05:51:11,2016-06-01 06:22:39,1,17.2,-73.99165344238281,40.747032165527344,2,N,-73.78445434570312,40.643310546875,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
119846,2,2016-06-01 05:51:11,2016-06-01 06:15:39,1,16.79,-73.98802185058595,40.76000595092773,2,N,-73.79969024658203,40.645362854003906,1,52.0,0.0,0.5,6.0,7.0,0.3,65.8
119924,2,2016-06-01 06:01:27,2016-06-01 06:31:51,2,20.3,-73.97557067871094,40.78961181640625,2,N,-73.78404998779298,40.64345932006836,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
119991,2,2016-06-01 06:01:43,2016-06-01 06:28:59,2,17.23,-73.98670959472656,40.75151062011719,2,N,-73.7898178100586,40.64701843261719,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
120002,1,2016-06-01 06:01:51,2016-06-01 06:32:50,1,17.5,-73.99337768554686,40.742225646972656,2,N,-73.77658081054686,40.64509963989258,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
120020,2,2016-06-01 06:11:11,2016-06-01 06:41:31,2,17.12,-73.99005126953125,40.75673294067383,2,N,-73.79022216796875,40.643592834472656,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
120042,2,2016-06-01 06:11:22,2016-06-01 06:37:08,5,15.83,-73.97965240478516,40.74959182739258,2,N,-73.78697204589844,40.64572143554688,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
120105,1,2016-06-01 05:51:30,2016-06-01 06:17:27,1,16.5,-73.99290466308595,40.755195617675774,2,N,-73.79022979736328,40.64485168457031,1,52.0,0.0,0.5,5.5,5.54,0.3,63.84
120119,1,2016-06-01 05:51:43,2016-06-01 06:17:19,1,18.4,-73.95340728759766,40.780174255371094,2,N,-73.78430938720702,40.643421173095696,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
120139,2,2016-06-01 05:51:53,2016-06-01 06:15:32,1,15.91,-73.96476745605469,40.76067733764648,2,N,-73.78925323486328,40.64177322387695,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
120146,1,2016-06-01 05:51:58,2016-06-01 06:19:52,1,16.9,-73.98575592041014,40.75092315673828,2,N,-73.78646087646483,40.64442825317383,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
120202,2,2016-06-01 06:18:42,2016-06-01 06:47:53,1,18.14,-73.97329711914062,40.75870132446289,2,N,-73.79003143310547,40.64685821533203,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
120277,2,2016-06-01 06:11:42,2016-06-01 06:45:03,1,19.69,-73.96864318847656,40.80176162719727,2,N,-73.77778625488281,40.64479064941406,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
120289,2,2016-06-01 06:11:45,2016-06-01 06:38:11,5,16.46,-73.96316528320312,40.76176071166992,2,N,-73.77643585205078,40.64524841308594,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
120334,2,2016-06-01 05:52:40,2016-06-01 06:34:06,1,19.82,-74.00788116455078,40.740970611572266,2,N,-73.787109375,40.64537048339844,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
120473,1,2016-06-01 06:11:58,2016-06-01 06:49:44,1,19.1,-74.00606536865234,40.73994827270508,2,N,-73.78872680664062,40.64146423339844,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
120478,1,2016-06-01 06:12:01,2016-06-01 06:38:39,1,19.6,-73.95885467529298,40.77480697631836,2,N,-73.78939056396483,40.641883850097656,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
120480,1,2016-06-01 06:12:01,2016-06-01 06:40:20,1,17.7,-73.98030853271484,40.76737976074219,2,N,-73.7765121459961,40.645164489746094,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
120508,2,2016-06-01 06:02:43,2016-06-01 06:38:07,2,29.2,-74.0164566040039,40.71660232543945,2,N,-73.7764129638672,40.6451301574707,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
120553,1,2016-06-01 06:03:09,2016-06-01 06:32:56,1,19.6,-73.97456359863281,40.787540435791016,2,N,-73.79010009765625,40.64386367797852,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
120568,1,2016-06-01 06:03:19,2016-06-01 06:30:33,2,16.6,-73.98544311523438,40.75213623046875,2,N,-73.77671813964845,40.64479446411133,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
120624,2,2016-06-01 06:03:30,2016-06-01 06:31:51,1,17.3,-73.98692321777342,40.73409652709961,2,N,-73.78582763671875,40.648841857910156,1,52.0,0.0,0.5,10.5,5.54,0.3,68.84
120638,2,2016-06-01 06:03:41,2016-06-01 06:34:50,2,17.0,-73.99285125732422,40.756595611572266,2,N,-73.78911590576173,40.64165878295898,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
120643,2,2016-06-01 06:03:44,2016-06-01 06:30:20,5,16.71,-73.98822021484375,40.75408935546875,2,N,-73.78338623046875,40.643798828125,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
120665,2,2016-06-01 06:04:03,2016-06-01 06:27:21,2,15.98,-73.9735107421875,40.7437858581543,2,N,-73.78376770019531,40.64360427856445,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
120676,2,2016-06-01 06:04:10,2016-06-01 06:31:03,1,19.66,-73.95365905761719,40.766868591308594,2,N,-73.78324127197266,40.64387130737305,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
120678,1,2016-06-01 06:04:11,2016-06-01 06:36:46,1,17.6,-74.00125122070312,40.73571395874024,2,N,-73.78936004638672,40.642879486083984,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
120701,2,2016-06-01 05:53:14,2016-06-01 06:23:47,1,17.78,-73.98634338378906,40.762115478515625,2,N,-73.78373718261719,40.643653869628906,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
120702,2,2016-06-01 05:53:14,2016-06-01 06:30:40,1,20.04,-74.00926208496094,40.705909729003906,2,N,-73.78399658203125,40.643470764160156,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
120767,1,2016-06-01 06:04:37,2016-06-01 06:35:03,2,17.4,-73.97853851318358,40.761131286621094,2,N,-73.79025268554686,40.64686965942383,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
120857,1,2016-06-01 06:05:12,2016-06-01 06:35:12,1,20.2,-73.97611999511719,40.78633880615234,2,N,-73.7857894897461,40.64329147338867,1,52.0,0.0,0.5,13.0,5.54,0.3,71.34
120885,2,2016-06-01 06:05:32,2016-06-01 06:43:53,6,16.92,-73.98593139648438,40.76765823364258,2,N,-73.78916931152342,40.64173889160156,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
120886,2,2016-06-01 06:05:32,2016-06-01 06:31:52,1,17.2,-73.97624969482422,40.74393081665039,2,N,-73.78240203857422,40.64416122436523,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
120893,1,2016-06-01 06:05:37,2016-06-01 06:29:58,1,16.2,-73.98001861572266,40.749732971191406,2,N,-73.78434753417969,40.643367767333984,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
121004,2,2016-06-01 06:06:37,2016-06-01 06:35:41,1,21.99,-73.97923278808595,40.76142120361328,2,N,-73.77625274658203,40.64569091796875,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
121058,2,2016-06-01 06:07:10,2016-06-01 06:36:39,1,17.34,-73.99649047851562,40.73803329467773,2,N,-73.78705596923827,40.64693069458008,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
121141,2,2016-06-01 06:27:58,2016-06-01 07:00:22,1,18.25,-74.00196075439453,40.74042892456055,2,N,-73.78617858886719,40.643714904785156,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
121149,2,2016-06-01 06:19:38,2016-06-01 06:49:48,1,20.08,-73.9400405883789,40.84101104736328,2,N,-73.78865814208984,40.64141082763672,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
121160,2,2016-06-01 06:19:43,2016-06-01 06:36:27,1,15.04,-73.93097686767578,40.80133056640625,2,N,-73.8009262084961,40.64607238769531,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
121221,2,2016-06-01 06:28:13,2016-06-01 06:56:39,2,19.75,-73.96089172363281,40.76932144165039,2,N,-73.78340911865234,40.64382934570313,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
121330,2,2016-06-01 06:28:55,2016-06-01 07:04:23,1,17.28,-73.98592376708984,40.760780334472656,2,N,-73.7825469970703,40.64408493041992,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
121347,1,2016-06-01 05:53:40,2016-06-01 06:24:02,1,18.5,-74.00678253173827,40.73141860961913,2,N,-73.78260803222656,40.6488151550293,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
121414,2,2016-06-01 06:29:12,2016-06-01 06:59:40,1,17.13,-73.9850082397461,40.75986099243164,2,N,-73.78484344482422,40.64316940307617,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
121464,2,2016-06-01 06:29:30,2016-06-01 06:55:52,1,16.55,-73.97840881347656,40.74828720092773,2,N,-73.79014587402342,40.64685821533203,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
121531,2,2016-06-01 06:29:39,2016-06-01 06:58:45,4,17.1,-73.99256896972656,40.7533073425293,2,N,-73.7825469970703,40.64660263061523,1,52.0,0.0,0.5,6.66,5.54,0.3,65.0
121614,2,2016-06-01 06:29:54,2016-06-01 06:56:29,2,19.49,-73.95929718017578,40.77022171020508,2,N,-73.78620910644531,40.64382934570313,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
