,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
170614,1,2016-06-01 08:59:26,2016-06-01 09:32:10,2,15.4,-73.985107421875,40.754539489746094,2,N,-73.80509185791014,40.65047073364258,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
170979,1,2016-06-01 09:08:32,2016-06-01 09:45:19,2,17.5,-73.99882507324219,40.74508666992188,2,N,-73.77629852294923,40.64575958251953,1,52.0,0.0,0.5,11.66,5.54,0.3,70.0
171055,2,2016-06-01 08:59:41,2016-06-01 09:39:30,1,19.85,-73.96751403808595,40.76642227172852,2,N,-73.78713989257811,40.64759063720703,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
171185,1,2016-06-01 09:01:55,2016-06-01 09:54:54,1,17.8,-73.99107360839844,40.75580596923828,2,N,-73.789794921875,40.64322280883789,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
171464,1,2016-06-01 09:05:12,2016-06-01 09:40:03,1,17.0,-73.99046325683594,40.728530883789055,2,N,-73.78923034667969,40.64175415039063,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
171909,2,2016-06-01 09:13:04,2016-06-01 10:09:00,1,22.14,-73.98721313476562,40.76873016357422,2,N,-73.77632904052734,40.64543914794922,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
172331,1,2016-06-01 09:02:47,2016-06-01 09:47:26,2,20.8,-73.9819107055664,40.77304458618164,2,N,-73.78241729736328,40.64410018920898,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
172484,1,2016-06-01 09:02:54,2016-06-01 09:34:35,1,20.1,-73.95075988769531,40.771244049072266,2,N,-73.77640533447266,40.64519500732422,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
173186,2,2016-06-01 09:10:00,2016-06-01 09:55:40,1,19.74,-73.98037719726562,40.78547668457031,2,N,-73.7911605834961,40.64472579956055,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
173352,2,2016-06-01 09:03:45,2016-06-01 09:38:40,1,19.62,-73.9544219970703,40.766029357910156,2,N,-73.78340911865234,40.64373016357422,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
173525,1,2016-06-01 09:10:12,2016-06-01 09:42:11,1,17.1,-73.9883270263672,40.74581909179688,2,N,-73.7853775024414,40.64314651489258,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
173551,2,2016-06-01 09:10:16,2016-06-01 09:58:34,1,17.42,-73.9876708984375,40.74959182739258,2,N,-73.78367614746094,40.6436767578125,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
173617,2,2016-06-01 09:10:30,2016-06-01 09:47:01,1,19.44,-74.00660705566406,40.70669174194336,2,N,-73.80666351318358,40.65264892578125,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
173623,1,2016-06-01 09:14:05,2016-06-01 09:59:19,3,17.7,-73.95669555664062,40.78411483764648,2,N,-73.79039001464844,40.64480590820313,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
173786,1,2016-06-01 09:16:36,2016-06-01 09:46:57,2,16.3,-73.9727783203125,40.74338150024415,2,N,-73.78295135498048,40.64880752563477,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
173807,2,2016-06-01 09:16:39,2016-06-01 09:56:14,1,17.33,-73.98596954345702,40.73863983154297,2,N,-73.78253936767578,40.6440315246582,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
174095,2,2016-06-01 09:16:52,2016-06-01 09:49:23,3,21.36,-73.97183227539062,40.7540397644043,2,N,-73.78732299804686,40.64754104614258,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
174319,1,2016-06-01 09:17:04,2016-06-01 10:15:47,2,28.1,-74.01662445068358,40.70939254760742,2,N,-73.78227996826173,40.64421844482422,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
175107,1,2016-06-01 09:17:51,2016-06-01 09:51:37,1,16.6,-73.98279571533203,40.74515151977539,2,N,-73.78742218017578,40.64549255371094,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
175233,2,2016-06-01 09:18:00,2016-06-01 09:58:33,1,19.66,-73.97171783447266,40.78464126586913,2,N,-73.78900909423827,40.64178085327149,1,52.0,0.0,0.5,14.0,5.54,0.3,72.34
175249,2,2016-06-01 09:18:04,2016-06-01 10:03:52,1,17.12,-73.99077606201173,40.75937271118164,2,N,-73.78641510009766,40.641849517822266,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
175329,1,2016-06-01 09:15:13,2016-06-01 09:46:11,2,15.9,-73.97681427001955,40.73930358886719,2,N,-73.78632354736328,40.64419174194336,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
175369,2,2016-06-01 09:18:11,2016-06-01 10:05:20,2,20.28,-73.9755630493164,40.7794189453125,2,N,-73.7764129638672,40.64519119262695,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
175390,1,2016-06-01 09:20:56,2016-06-01 09:56:21,1,17.4,-73.99172210693358,40.727272033691406,2,Y,-73.78690338134766,40.64729309082031,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
175523,2,2016-06-01 09:07:43,2016-06-01 09:40:59,1,17.19,-73.9881820678711,40.74602890014648,2,N,-73.78279113769531,40.64413833618164,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
175623,1,2016-06-01 09:07:52,2016-06-01 09:59:33,1,18.3,-73.99127960205078,40.73251724243164,2,N,-73.78318786621094,40.64381408691406,1,52.0,0.0,0.5,7.0,0.0,0.3,59.8
175682,2,2016-06-01 09:07:55,2016-06-01 09:46:07,1,19.12,-73.96395874023438,40.79975128173828,2,N,-73.78996276855469,40.646949768066406,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
175691,2,2016-06-01 09:07:57,2016-06-01 09:57:57,1,17.88,-73.95703887939453,40.766258239746094,2,N,-73.78330993652342,40.64374923706055,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
175822,2,2016-06-01 09:15:47,2016-06-01 09:59:33,1,21.16,-73.98612976074219,40.76213836669922,2,N,-73.7896499633789,40.642860412597656,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
175841,2,2016-06-01 09:15:51,2016-06-01 09:52:41,2,17.16,-73.9875717163086,40.74330139160156,2,N,-73.78350067138672,40.643741607666016,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
176067,2,2016-06-01 09:16:09,2016-06-01 10:10:34,5,17.36,-73.9929428100586,40.73984146118164,2,N,-73.7899398803711,40.6469612121582,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
176517,1,2016-06-01 09:30:06,2016-06-01 09:59:53,1,16.8,-73.9383544921875,40.80476379394531,2,N,-73.78338623046875,40.643741607666016,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
177005,1,2016-06-01 09:21:04,2016-06-01 10:17:41,1,20.1,-73.99884033203125,40.74235534667969,2,N,-73.7762451171875,40.6455078125,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8
177130,1,2016-06-01 09:31:08,2016-06-01 10:16:38,2,20.7,-73.98281860351562,40.76800155639648,2,N,-73.78950500488281,40.64277267456055,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
177304,2,2016-06-01 09:31:25,2016-06-01 10:14:16,1,20.1,-73.97489166259766,40.78775024414063,2,N,-73.7836380004883,40.64365005493164,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
177613,2,2016-06-01 09:21:52,2016-06-01 09:53:13,2,19.94,-73.96561431884766,40.76857376098633,2,N,-73.78313446044923,40.64392852783203,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
177748,1,2016-06-01 09:32:18,2016-06-01 10:08:28,2,16.4,-73.98896026611328,40.737060546875,2,N,-73.79347229003906,40.64466857910156,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
178008,2,2016-06-01 09:26:52,2016-06-01 09:50:41,1,19.7,-73.95771026611328,40.76018905639648,2,N,-73.78298950195312,40.64381790161133,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
178020,1,2016-06-01 09:26:55,2016-06-01 10:13:18,1,18.0,-73.96275329589844,40.77409744262695,2,N,-73.7901840209961,40.64366912841797,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
178354,1,2016-06-01 09:19:11,2016-06-01 10:04:41,1,22.1,-73.9856185913086,40.763343811035156,2,N,-73.77983093261719,40.64543914794922,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
178371,1,2016-06-01 09:19:15,2016-06-01 10:04:50,2,17.5,-73.98688507080078,40.76103973388672,2,N,-73.7818603515625,40.644397735595696,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
178575,1,2016-06-01 09:19:35,2016-06-01 09:51:17,2,16.8,-73.98533630371094,40.754337310791016,2,N,-73.78242492675781,40.64418411254883,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
178847,1,2016-06-01 09:33:07,2016-06-01 10:10:53,1,21.1,-73.97513580322266,40.76445388793945,2,N,-73.79031372070312,40.646873474121094,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
178947,1,2016-06-01 09:33:19,2016-06-01 10:22:41,1,22.7,-73.99658966064453,40.76321411132813,2,N,-73.77629089355469,40.64563369750977,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
179115,1,2016-06-01 09:33:38,2016-06-01 10:07:51,2,17.0,-73.9724349975586,40.75513458251953,2,N,-73.78306579589844,40.643856048583984,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
179448,1,2016-06-01 09:27:46,2016-06-01 09:58:06,2,14.7,-73.9760208129883,40.75009536743164,2,N,-73.80460357666014,40.649864196777344,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
179555,2,2016-06-01 09:20:28,2016-06-01 09:59:42,2,17.44,-73.98822784423827,40.734199523925774,2,N,-73.77644348144531,40.64625930786133,1,52.0,0.0,0.5,5.83,5.54,0.3,64.17
179637,2,2016-06-01 09:20:34,2016-06-01 10:09:15,1,18.12,-74.00082397460938,40.72404098510742,2,N,-73.78314971923827,40.64384841918945,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
179789,2,2016-06-01 09:20:48,2016-06-01 09:51:51,1,17.95,-73.98195648193358,40.72412109375,2,N,-73.7912368774414,40.64448165893555,1,52.0,0.0,0.5,10.5,5.54,0.3,68.84
179969,1,2016-06-01 09:34:46,2016-06-01 10:26:17,1,17.3,-73.97501373291014,40.76176452636719,2,N,-73.78879547119139,40.64153671264648,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
179978,2,2016-06-01 09:34:47,2016-06-01 10:04:56,6,17.37,-73.98838806152342,40.73719024658203,2,N,-73.7763671875,40.645301818847656,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
180264,2,2016-06-01 09:35:14,2016-06-01 10:27:00,5,18.28,-74.00411224365234,40.741981506347656,2,N,-73.7826919555664,40.6440315246582,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
180472,2,2016-06-01 09:28:31,2016-06-01 10:13:33,6,16.9,-73.97836303710938,40.76176834106445,2,N,-73.78336334228516,40.643798828125,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
180609,2,2016-06-01 09:28:52,2016-06-01 10:00:32,4,16.34,-73.97924041748048,40.749420166015625,2,N,-73.78234100341797,40.648868560791016,1,52.0,0.0,0.5,6.66,5.54,0.3,65.0
180620,2,2016-06-01 09:28:54,2016-06-01 09:59:28,2,19.1,-73.95407104492188,40.76625442504883,2,N,-73.7833023071289,40.64375305175781,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
180891,2,2016-06-01 09:35:58,2016-06-01 10:19:32,5,21.66,-73.98507690429686,40.768569946289055,2,N,-73.7830581665039,40.64385986328125,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
180985,2,2016-06-01 09:36:12,2016-06-01 10:01:17,1,16.84,-73.97611236572266,40.748138427734375,2,N,-73.7763671875,40.64533996582031,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
181074,1,2016-06-01 09:23:25,2016-06-01 10:03:06,1,20.2,-73.9688720703125,40.76444625854492,1,N,-73.78313446044923,40.643867492675774,1,58.0,0.0,0.5,12.85,5.54,0.3,77.19
181401,2,2016-06-01 09:23:59,2016-06-01 09:53:02,1,20.32,-73.95966339111328,40.76290130615234,2,N,-73.7836685180664,40.64365005493164,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
181551,2,2016-06-01 09:24:12,2016-06-01 10:00:10,1,17.04,-73.98692321777342,40.75112915039063,2,N,-73.79015350341797,40.64690017700195,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
181689,2,2016-06-01 09:24:24,2016-06-01 10:08:14,1,17.21,-73.98970031738281,40.73323822021485,2,N,-73.78990173339844,40.64699935913085,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
181786,1,2016-06-01 09:24:36,2016-06-01 10:11:33,1,17.5,-74.00206756591797,40.75079345703125,2,N,-73.79005432128906,40.64338302612305,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
181813,2,2016-06-01 09:37:38,2016-06-01 10:12:36,1,16.4,-73.98057556152342,40.7548942565918,2,N,-73.78974151611328,40.64300537109375,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
181850,2,2016-06-01 09:24:40,2016-06-01 10:04:13,1,19.98,-73.96356964111328,40.77537155151367,2,N,-73.78164672851562,40.644397735595696,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
181906,2,2016-06-01 09:24:43,2016-06-01 09:54:08,1,17.61,-73.94541931152342,40.80208587646485,2,N,-73.77753448486328,40.64468383789063,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
182958,2,2016-06-01 09:38:48,2016-06-01 10:25:38,1,17.29,-73.98433685302734,40.761131286621094,2,N,-73.79119873046875,40.6461296081543,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
183050,1,2016-06-01 09:49:08,2016-06-01 10:27:21,1,19.5,-73.9590835571289,40.79956817626953,2,N,-73.7835464477539,40.643653869628906,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
183301,2,2016-06-01 09:49:34,2016-06-01 10:37:23,1,17.73,-73.99356842041014,40.72903823852539,2,N,-73.78900909423827,40.64699935913085,1,52.0,0.0,0.5,3.0,5.54,0.3,61.34
183367,2,2016-06-01 09:43:58,2016-06-01 10:19:47,3,16.19,-73.9876937866211,40.74800491333008,2,N,-73.79011535644531,40.643497467041016,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
183449,1,2016-06-01 09:44:06,2016-06-01 10:44:05,2,22.0,-73.98277282714845,40.769187927246094,2,N,-73.77632904052734,40.64545822143555,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
183685,1,2016-06-01 09:53:35,2016-06-01 10:44:52,1,20.0,-73.97629547119139,40.77560043334961,2,Y,-73.79070281982422,40.646644592285156,1,52.0,0.0,0.5,9.0,5.54,0.3,67.34
184156,2,2016-06-01 09:50:28,2016-06-01 10:42:47,1,19.08,-74.009521484375,40.73548889160156,2,N,-73.7762680053711,40.645320892333984,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
184344,1,2016-06-01 09:50:43,2016-06-01 10:47:19,3,22.6,-73.98812866210938,40.76017379760742,2,N,-73.77643585205078,40.64524841308594,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
184378,1,2016-06-01 09:50:48,2016-06-01 10:37:10,1,18.9,-74.00650024414062,40.714332580566406,2,N,-73.77813720703125,40.64496994018555,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
184895,2,2016-06-01 09:55:18,2016-06-01 10:41:44,1,20.55,-74.00688934326173,40.70466613769531,2,N,-73.7828140258789,40.643959045410156,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
185225,2,2016-06-01 09:44:18,2016-06-01 10:29:51,5,18.4,-74.00544738769531,40.719890594482415,2,N,-73.78227996826173,40.64878845214844,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
185746,1,2016-06-01 09:55:55,2016-06-01 10:36:23,3,17.2,-73.9920425415039,40.75834274291992,2,N,-73.78601837158203,40.64358139038085,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
185811,1,2016-06-01 09:40:14,2016-06-01 10:23:04,1,17.5,-73.99452209472656,40.75061416625977,2,N,-73.78202819824219,40.6443748474121,1,52.0,0.0,0.0,11.55,5.54,0.3,69.39
185997,1,2016-06-01 09:40:20,2016-06-01 10:21:41,1,16.8,-73.9869842529297,40.750755310058594,2,N,-73.78995513916014,40.64697647094727,1,52.0,0.0,0.5,8.75,5.54,0.3,67.09
186078,2,2016-06-01 09:58:13,2016-06-01 10:39:13,1,16.62,-73.98573303222656,40.74359130859375,2,N,-73.78291320800781,40.64398956298828,1,52.0,0.0,0.5,12.0,5.54,0.3,70.34
186168,1,2016-06-01 09:58:16,2016-06-01 10:46:53,1,17.8,-73.99081420898438,40.72361373901367,2,N,-73.79042053222656,40.646766662597656,1,52.0,0.0,0.5,7.92,0.0,0.3,60.72
186290,1,2016-06-01 09:44:43,2016-06-01 10:32:17,1,21.0,-73.97906494140625,40.76214218139648,2,N,-73.78248596191406,40.64407348632813,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
186411,2,2016-06-01 09:41:04,2016-06-01 10:28:17,2,16.68,-73.98605346679686,40.74734878540039,2,N,-73.78897094726562,40.64152145385742,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
186575,1,2016-06-01 09:41:22,2016-06-01 10:26:17,2,17.3,-73.98310089111328,40.758060455322266,2,Y,-73.7824478149414,40.64407348632813,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
186576,2,2016-06-01 09:41:22,2016-06-01 10:26:46,2,17.08,-73.99407958984375,40.751140594482415,2,N,-73.78984832763672,40.64316177368164,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
186587,2,2016-06-01 09:45:09,2016-06-01 10:14:06,5,17.18,-73.97959899902342,40.737449645996094,2,N,-73.77626037597656,40.64556884765625,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
186708,2,2016-06-01 09:45:29,2016-06-01 10:22:15,2,15.67,-73.96833801269531,40.75640106201172,2,N,-73.78282165527344,40.64887237548828,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
186721,2,2016-06-01 09:45:31,2016-06-01 10:29:57,6,18.64,-74.00670623779298,40.71669387817383,2,N,-73.78640747070312,40.64183044433594,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
186937,1,2016-06-01 09:41:50,2016-06-01 10:09:33,1,18.1,-73.9519271850586,40.78160858154297,2,N,-73.79017639160156,40.64360809326172,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
187010,2,2016-06-01 09:41:58,2016-06-01 10:25:35,1,17.75,-74.0053176879883,40.74072265625,2,N,-73.79608917236328,40.644508361816406,1,52.0,0.0,0.5,1.0,5.54,0.3,59.34
187718,2,2016-06-01 09:43:17,2016-06-01 10:33:04,1,21.53,-73.98211669921875,40.77265930175781,2,N,-73.77628326416014,40.64575958251953,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
188462,1,2016-06-01 10:03:19,2016-06-01 10:37:48,1,18.8,-73.95589447021484,40.778900146484375,2,N,-73.78704071044923,40.646915435791016,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
188590,2,2016-06-01 10:07:27,2016-06-01 10:57:08,6,20.64,-74.01451110839844,40.70471954345703,2,N,-73.78177642822266,40.6468505859375,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
188609,1,2016-06-01 10:07:30,2016-06-01 11:05:32,1,17.2,-73.98109436035155,40.73301696777344,2,N,-73.78971099853516,40.64708709716797,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
188834,2,2016-06-01 10:03:55,2016-06-01 10:33:21,6,19.19,-73.95452880859375,40.76983642578125,2,N,-73.78374481201173,40.64416885375977,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
189136,1,2016-06-01 10:08:20,2016-06-01 10:57:35,1,16.3,-74.0056381225586,40.72587203979492,2,N,-73.8037567138672,40.6590576171875,1,52.0,0.0,0.5,10.0,0.0,0.3,62.8
189556,1,2016-06-01 10:08:59,2016-06-01 10:47:34,1,17.1,-73.9812774658203,40.75554275512695,2,N,-73.78983306884766,40.64703750610352,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
189578,2,2016-06-01 10:09:05,2016-06-01 11:01:37,1,16.89,-73.99053955078125,40.756160736083984,2,N,-73.78846740722656,40.6419792175293,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
189725,2,2016-06-01 10:09:30,2016-06-01 10:40:46,1,16.39,-73.97429656982422,40.7422981262207,2,N,-73.77656555175781,40.64494323730469,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
189739,1,2016-06-01 10:09:33,2016-06-01 10:58:21,1,18.0,-73.97846984863281,40.752708435058594,2,N,-73.78187561035155,40.64436340332031,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
189752,1,2016-06-01 10:09:35,2016-06-01 11:04:25,1,19.0,-73.99811553955078,40.73399353027344,2,N,-73.78367614746094,40.64360427856445,1,52.0,0.0,0.5,15.8,0.0,0.3,68.6
189760,1,2016-06-01 10:09:37,2016-06-01 11:29:03,2,17.0,-73.9774398803711,40.76105880737305,2,N,-73.79045104980467,40.6437873840332,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
190260,1,2016-06-01 09:56:31,2016-06-01 10:55:55,2,17.5,-73.9867630004883,40.760108947753906,2,N,-73.78864288330078,40.641380310058594,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
190603,2,2016-06-01 09:57:12,2016-06-01 10:43:30,1,18.83,-73.98129272460938,40.75634002685547,2,N,-73.79061889648438,40.64535903930664,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
190788,1,2016-06-01 10:12:05,2016-06-01 10:57:17,1,17.6,-73.990234375,40.75564575195313,2,Y,-73.78246307373048,40.64407348632813,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
191178,1,2016-06-01 09:59:59,2016-06-01 10:45:15,1,17.2,-73.97637939453125,40.765586853027344,2,N,-73.77637481689453,40.64539337158203,1,52.0,0.0,0.5,7.2,0.0,0.3,60.0
191308,2,2016-06-01 10:13:00,2016-06-01 10:50:55,2,17.75,-73.98982238769531,40.725830078125,2,N,-73.78272247314453,40.6440315246582,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8
191625,1,2016-06-01 10:13:36,2016-06-01 10:50:56,2,16.1,-73.97982788085938,40.74959182739258,2,N,-73.7898712158203,40.64321517944336,2,52.0,0.0,0.5,0.0,0.01,0.3,52.81
191844,2,2016-06-01 10:01:09,2016-06-01 10:48:22,1,18.01,-73.99066162109375,40.75826644897461,2,N,-73.78680419921875,40.653335571289055,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
192260,1,2016-06-01 10:14:46,2016-06-01 10:56:36,1,17.9,-73.9776382446289,40.725833892822266,2,N,-73.77754974365234,40.6446647644043,1,52.0,0.0,0.5,15.8,0.0,0.3,68.6
192505,2,2016-06-01 10:15:09,2016-06-01 10:44:48,1,19.24,-73.9522933959961,40.77212905883789,2,N,-73.78262329101562,40.6440315246582,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
192580,2,2016-06-01 10:15:16,2016-06-01 10:50:20,1,15.95,-73.97806549072266,40.74880599975585,2,N,-73.78199005126955,40.644325256347656,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
192582,1,2016-06-01 10:15:17,2016-06-01 11:09:00,2,19.2,-74.00499725341797,40.72385025024415,2,N,-73.7763442993164,40.64544296264648,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
192656,2,2016-06-01 10:10:25,2016-06-01 10:43:55,1,18.14,-73.98996734619139,40.71015930175781,2,N,-73.79441833496094,40.64461898803711,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
192982,1,2016-06-01 10:15:45,2016-06-01 11:04:30,1,16.8,-73.98094940185547,40.75871658325195,2,N,-73.78916931152342,40.641616821289055,1,52.0,0.0,0.5,12.0,0.0,0.3,64.8
192983,1,2016-06-01 10:15:46,2016-06-01 11:02:27,4,17.4,-73.9945755004883,40.75070190429688,2,Y,-73.78368377685547,40.64361572265625,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
193137,1,2016-06-01 10:16:01,2016-06-01 11:10:41,2,18.3,-73.9955062866211,40.75885772705078,2,N,-73.77706909179686,40.64464950561523,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
193460,2,2016-06-01 10:16:47,2016-06-01 11:06:27,1,28.74,-74.01522827148438,40.70920181274415,2,N,-73.7765884399414,40.64631271362305,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
193536,1,2016-06-01 10:21:57,2016-06-01 11:02:24,2,17.3,-73.97732543945312,40.76646041870117,2,N,-73.7835922241211,40.64361190795898,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
193747,1,2016-06-01 10:06:57,2016-06-01 10:51:27,2,18.4,-73.96110534667969,40.81109237670898,2,N,-73.7831039428711,40.643890380859375,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
193762,1,2016-06-01 10:22:22,2016-06-01 11:11:49,1,17.6,-73.99384307861328,40.74621963500977,2,N,-73.77633666992188,40.64511489868164,1,52.0,0.0,0.5,25.0,0.0,0.3,77.8
194183,1,2016-06-01 10:23:02,2016-06-01 11:08:04,1,20.8,-73.97511291503906,40.77729034423828,2,N,-73.77650451660156,40.64509963989258,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
194352,1,2016-06-01 10:23:19,2016-06-01 11:00:12,1,19.0,-73.9554672241211,40.78547286987305,2,N,-73.78292846679686,40.64648818969727,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
194924,2,2016-06-01 10:17:40,2016-06-01 11:08:56,1,17.46,-73.99909210205078,40.7443733215332,2,N,-73.7902603149414,40.6468162536621,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
195093,2,2016-06-01 10:28:31,2016-06-01 11:22:23,1,17.3,-73.9990234375,40.73431015014648,2,N,-73.79012298583984,40.64376068115234,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
195377,2,2016-06-01 10:11:49,2016-06-01 10:45:00,5,15.9,-73.97274017333984,40.74993896484375,2,N,-73.78894805908203,40.64731979370117,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
195519,1,2016-06-01 10:31:50,2016-06-01 11:33:54,1,16.2,-74.00279235839844,40.72385787963867,2,N,-73.78402709960938,40.64344024658203,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
195524,1,2016-06-01 10:31:52,2016-06-01 11:02:18,1,16.4,-73.97051239013672,40.75204849243164,2,N,-73.77642059326173,40.64534759521485,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
195639,1,2016-06-01 10:18:09,2016-06-01 11:23:32,3,17.2,-73.99844360351562,40.7608642578125,2,Y,-73.78943634033203,40.6419677734375,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
196048,2,2016-06-01 10:29:27,2016-06-01 11:17:22,5,17.9,-74.00279998779298,40.760608673095696,2,N,-73.78340148925781,40.643798828125,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
196060,1,2016-06-01 10:29:30,2016-06-01 11:44:48,1,18.4,-73.97865295410156,40.76201629638672,2,N,-73.78990173339844,40.64703369140625,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
197351,1,2016-06-01 10:37:45,2016-06-01 11:17:49,2,17.2,-73.98800659179686,40.759727478027344,2,N,-73.78322601318358,40.643898010253906,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
